paper_id,title,publication_date,doi,pmid,entity,entity_type,confidence,start,end
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,paracetamol,Chemical,0.9984475374221802,0,11
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,acetaminophen,Chemical,0.9983735084533691,13,26
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,paracetamol,Chemical,0.9984434247016907,53,64
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,fever,Disease,0.9948564767837524,91,96
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,pain,Disease,0.9940693378448486,101,105
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,attention deficit hyperactivity disorder,Disease,0.994168221950531,176,216
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,autism spectrum disorder,Disease,0.9957054257392883,221,245
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,paracetamol,Chemical,0.9985678195953369,415,426
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,paracetamol,Chemical,0.9985306262969971,705,716
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,paracetamol,Chemical,0.9984875917434692,744,755
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,paracetamol,Chemical,0.9985231757164001,936,947
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,paracetamol,Chemical,0.9984813332557678,1041,1052
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,prostaglandin,Chemical,0.9839615821838379,1098,1111
MED-34681816,Paracetamol (Acetaminophen) and the Developing Brain.,2021,10.1007/s11356-021-14136-6,34681816,prostaglandin h2,Chemical,0.9555990099906921,1177,1193
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,paracetamol,Chemical,0.9981586337089539,27,38
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,phenacetin,Chemical,0.9980528950691223,43,53
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,paracetamol,Chemical,0.9981504082679749,87,98
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,paracetamol,Chemical,0.9982220530509949,219,230
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,mercapturic acid,Chemical,0.9895035028457642,427,443
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,cysteine,Chemical,0.9834170937538147,448,456
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,paracetamol,Chemical,0.9975760579109192,578,589
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,hepatotoxic,Disease,0.796660304069519,635,646
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,paracetamol,Chemical,0.9978850483894348,654,665
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,sulphate,Chemical,0.7150214910507202,717,725
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,mercapturic acid,Chemical,0.9884818196296692,782,798
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,cysteine,Chemical,0.9745940566062927,803,811
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,paracetamol,Chemical,0.99806147813797,861,872
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,phenacetin,Chemical,0.9981637001037598,1061,1071
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,paracetamol,Chemical,0.9964423775672913,1139,1150
MED-7002186,Kinetics and metabolism of paracetamol and phenacetin.,1980,10.1111/j.1365-2125.1980.tb01812.x,7002186,toxicity,Disease,0.9937258362770081,1202,1210
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9980331063270569,23,34
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9974141120910645,35,46
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,acetaminophen,Chemical,0.9981752634048462,48,61
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,prostaglandins,Chemical,0.9601523280143738,130,144
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,pgs,Chemical,0.8573382496833801,146,149
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9981675148010254,183,194
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9977983236312866,269,280
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9981086254119873,367,378
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,inflammation,Disease,0.8626340627670288,401,413
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,rheumatoid arthritis,Disease,0.9935675859451294,417,437
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,swelling,Disease,0.9438057541847229,465,473
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,inflammation,Disease,0.9730747938156128,518,530
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9978647828102112,548,559
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,pg,Chemical,0.816710889339447,583,585
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9981716871261597,687,698
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,arachidonic acid,Chemical,0.9956361055374146,778,794
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,arachidonic acid,Chemical,0.9946362972259521,850,866
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9980583786964417,990,1001
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9980702996253967,1162,1173
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9980033040046692,1290,1301
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.998178243637085,1476,1487
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,paracetamol,Chemical,0.9981462955474854,1646,1657
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,glutathione,Chemical,0.9919694066047668,1810,1821
MED-15662292,Mechanism of action of paracetamol.,2005,10.1097/00045391-200501000-00008,15662292,pge,Chemical,0.9941043257713318,1853,1856
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9979050159454346,0,11
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,acetaminophen,Chemical,0.9980579018592834,13,26
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,poisoning,Disease,0.9120782613754272,28,37
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9982098340988159,55,66
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,acetaminophen,Chemical,0.9979967474937439,68,81
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,toxicity,Disease,0.9372444748878479,176,184
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,acute,Disease,0.8046218156814575,297,302
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,liver damage,Disease,0.7614137530326843,303,315
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,of liver function,Disease,0.7093694806098938,409,426
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,overdose,Disease,0.9311213493347168,468,476
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,hepatotoxicity,Disease,0.9932131767272949,521,535
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9981356859207153,554,565
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,liver damage,Disease,0.9865232110023499,595,607
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9980635046958923,877,888
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9940142035484314,1003,1014
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,hepatotoxicity,Disease,0.9901579022407532,1015,1029
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,overdosage,Disease,0.7546725869178772,1068,1078
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,cysteamine,Chemical,0.9981229305267334,1101,1111
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,n - acetylcysteine,Chemical,0.9954465627670288,1178,1194
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9722803235054016,1235,1246
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,overdose,Disease,0.8975679278373718,1247,1255
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,n - acetylcysteine,Chemical,0.9953094720840454,1332,1348
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,anaphylactoid reactions,Disease,0.9734639525413513,1361,1384
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,n - acetylcysteine,Chemical,0.995995044708252,1666,1682
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9952443242073059,1979,1990
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,hepatotoxicity,Disease,0.9954261183738708,2015,2029
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.996173083782196,2067,2078
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,cysteine,Chemical,0.9969846606254578,2161,2169
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,inorganic sulfate,Chemical,0.7391489744186401,2174,2191
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,paracetamol,Chemical,0.9744880199432373,2247,2258
MED-37683599,Paracetamol (acetaminophen) poisoning: The early years.,2024,10.1111/bcp.15903,37683599,poisoning,Disease,0.8464580178260803,2259,2268
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.989661455154419,18,29
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetaminophen,Chemical,0.9963317513465881,31,44
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,overdose,Disease,0.9688069820404053,46,54
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.99788898229599,55,66
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetaminophen,Chemical,0.996924102306366,68,81
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9978628754615784,147,158
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,overdose,Disease,0.9848030805587769,180,188
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9850532412528992,254,265
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,toxicity,Disease,0.904034435749054,266,274
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acute liver injury,Disease,0.9601456522941589,296,314
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9608157873153687,356,367
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,poisoning,Disease,0.8980035781860352,368,377
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9976613521575928,483,494
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9977501034736633,557,568
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9777716398239136,720,731
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,overdosage,Disease,0.8503078818321228,732,742
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,overdose,Disease,0.9842084050178528,776,784
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9432899951934814,1441,1452
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,overdose,Disease,0.9679110050201416,1453,1461
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,ipecacuanha,Chemical,0.9960545301437378,1512,1523
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9978253245353699,2339,2353
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9973733425140381,2581,2592
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,methionine,Chemical,0.9977399110794067,2628,2638
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,cysteamine,Chemical,0.9972732663154602,2640,2650
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,dimercaprol,Chemical,0.9975875020027161,2652,2663
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9977687001228333,2668,2682
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,n - acetyl - p - benzoquinone imine,Chemical,0.9938995242118835,2837,2866
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,ipecacuanha,Chemical,0.9967855215072632,3357,3368
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9979876279830933,3644,3655
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9978406429290771,3717,3728
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,ipecacuanha,Chemical,0.9961587190628052,3853,3864
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,ipecacuanha,Chemical,0.996076762676239,3990,4001
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,ipecacuanha,Chemical,0.9962427020072937,4026,4037
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9977557063102722,4360,4371
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9975205063819885,4462,4473
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9976689219474792,4628,4642
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,dimercaprol,Chemical,0.9977474212646484,4721,4732
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,cysteamine,Chemical,0.9975367784500122,4736,4746
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9968708157539368,4747,4761
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,methionine,Chemical,0.9959012866020203,4777,4787
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9979729652404785,4851,4865
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,fulminant hepatic failure,Disease,0.9936836361885071,4902,4927
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,peto,Disease,0.9298125505447388,4929,4933
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9977640509605408,5025,5039
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9977083206176758,5117,5131
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9972374439239502,5296,5310
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9975605010986328,5335,5349
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9132047295570374,5790,5801
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,overdose,Disease,0.8168553113937378,5802,5810
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.9892520308494568,6019,6030
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9953954219818115,6031,6045
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,toxicity,Disease,0.9890080690383911,6083,6091
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,liver failure,Disease,0.9947795867919922,6125,6138
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,paracetamol,Chemical,0.8918516635894775,6355,6366
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,poisoning,Disease,0.7779172658920288,6367,6376
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9974892139434814,6438,6452
MED-29473717,Interventions for paracetamol (acetaminophen) overdose.,2018,10.1002/14651858.CD003328.pub2,29473717,acetylcysteine,Chemical,0.9976544380187988,6570,6584
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9982763528823853,0,11
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,acetaminophen,Chemical,0.997425377368927,13,26
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9983044862747192,326,337
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,acetaminophen,Chemical,0.9972280859947205,339,352
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,neurodevelopmental problems,Disease,0.878240704536438,374,401
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9982228875160217,514,525
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9982272982597351,603,614
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9980249404907227,768,779
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,acetaminophen,Chemical,0.9981695413589478,785,798
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9982593655586243,888,899
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9982426166534424,1469,1480
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,liver damage,Disease,0.9005943536758423,1503,1515
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.998121440410614,1577,1588
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,acetaminophen,Chemical,0.9972053170204163,1590,1603
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,paracetamol,Chemical,0.9982569813728333,1836,1847
MED-35175416,Paracetamol (acetaminophen) use in infants and children was never shown to be safe for neurodevelopment: a systematic review with citation tracking.,2022,10.1007/s00431-022-04407-w,35175416,liver damage,Disease,0.9925963878631592,1866,1878
